mut,rec,seqLen,dualInf,rep,frag_type,seq_names,sim_pval,BC_KA_pval,aligned_start,aligned_end,aligned_length,seq1_begin,seq1_end,seq1_length,seq2_begin,seq2_end,seq2_length,num_poly,num_dif,total_diffs,mismatch_penalty,
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_650,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_732,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_746,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_781,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_790,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_878,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_995,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_137;seq_279,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_137;seq_977,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_156;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_176;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_212;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_220;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_600,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_293;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_312;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_469;seq_964,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_471;seq_483,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_486,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_504,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_523,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_592,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_732,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_746,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_751,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_895,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_897,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_600;seq_964,0,2.18E-01,690,1680,991,690,1680,991,690,1680,991,794,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_789;seq_964,0,2.18E-01,689,1543,855,689,1543,855,689,1543,855,688,0,36,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_368;seq_541,0,2.30E-01,690,1649,960,690,1649,960,690,1649,960,768,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_368;seq_600,0,2.30E-01,690,1649,960,690,1649,960,690,1649,960,768,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_728,0,2.39E-01,695,1680,986,695,1680,986,695,1680,986,790,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_400,0,2.40E-01,687,1586,900,687,1586,900,687,1586,900,723,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_921,0,2.50E-01,687,1671,985,687,1671,985,687,1671,985,788,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_241,0,2.50E-01,690,1674,985,690,1674,985,690,1674,985,788,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_368;seq_994,0,2.50E-01,670,1649,980,670,1649,980,670,1649,980,788,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_893,0,2.51E-01,690,1518,829,690,1518,829,690,1518,829,665,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_893,0,2.51E-01,690,1518,829,690,1518,829,690,1518,829,665,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_893,0,2.51E-01,690,1518,829,690,1518,829,690,1518,829,665,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_643,0,2.52E-01,690,1587,898,690,1587,898,690,1587,898,721,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_643,0,2.52E-01,690,1587,898,690,1587,898,690,1587,898,721,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_553;seq_643,0,2.52E-01,690,1587,898,690,1587,898,690,1587,898,721,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_921,0,2.55E-01,687,1670,984,687,1670,984,687,1670,984,787,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_122;seq_162,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_156;seq_162,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_241,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_258,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_321,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_403,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_471,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_484,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_534,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_650,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_732,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_746,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_781,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_790,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_878,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_995,0,2.67E-01,690,1671,982,690,1671,982,690,1671,982,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_544,0,2.67E-01,702,1680,979,702,1680,979,702,1680,979,785,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_122;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_156;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_241;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_258;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_321;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_403;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_471;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_484;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_534;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_650;seq_657,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_732,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_746,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_781,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_790,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_878,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_995,0,2.74E-01,690,1670,981,690,1670,981,690,1670,981,784,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_837,0,2.79E-01,792,1680,889,792,1680,889,792,1680,889,717,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_837,0,2.79E-01,792,1680,889,792,1680,889,792,1680,889,717,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_903,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_903,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_166,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_853,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_166;seq_483,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_853,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_903,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_777;seq_964,0,2.79E-01,676,1680,1005,676,1680,1005,676,1680,1005,808,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_743;seq_789,0,2.80E-01,690,1513,824,690,1513,824,690,1513,824,661,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_743;seq_994,0,2.80E-01,690,1513,824,690,1513,824,690,1513,824,661,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_585,0,2.84E-01,734,1680,947,734,1680,947,734,1680,947,759,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_585;seq_977,0,2.84E-01,734,1680,947,734,1680,947,734,1680,947,759,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_728,0,2.93E-01,695,1671,977,695,1671,977,695,1671,977,781,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_27;seq_644,0,2.96E-01,690,1511,822,690,1511,822,690,1511,822,659,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_634;seq_644,0,2.96E-01,690,1511,822,690,1511,822,690,1511,822,659,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_643;seq_644,0,2.96E-01,690,1511,822,690,1511,822,690,1511,822,659,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_644;seq_655,0,2.96E-01,690,1511,822,690,1511,822,690,1511,822,659,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_644;seq_774,0,2.96E-01,690,1511,822,690,1511,822,690,1511,822,659,0,37,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_964;seq_998,0,2.98E-01,679,1680,1002,679,1680,1002,679,1680,1002,805,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_728,0,3.00E-01,695,1670,976,695,1670,976,695,1670,976,780,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_541;seq_553,0,3.12E-01,687,1630,944,687,1630,944,687,1630,944,755,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_47;seq_60,0,3.19E-01,676,1674,999,676,1674,999,676,1674,999,802,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_47;seq_483,0,3.19E-01,676,1674,999,676,1674,999,676,1674,999,802,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_149;seq_964,0,3.19E-01,682,1680,999,682,1680,999,682,1680,999,802,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_346;seq_964,0,3.19E-01,682,1680,999,682,1680,999,682,1680,999,802,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_498;seq_964,0,3.19E-01,682,1680,999,682,1680,999,682,1680,999,802,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_818;seq_964,0,3.19E-01,682,1680,999,682,1680,999,682,1680,999,802,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_27;seq_468,0,3.19E-01,690,1632,943,690,1632,943,690,1632,943,754,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_468;seq_634,0,3.19E-01,690,1632,943,690,1632,943,690,1632,943,754,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_468;seq_883,0,3.19E-01,690,1632,943,690,1632,943,690,1632,943,754,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_289;seq_964,0,3.26E-01,683,1680,998,683,1680,998,683,1680,998,801,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_448;seq_789,0,3.26E-01,690,1438,749,690,1438,749,690,1438,749,594,0,41,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_448;seq_994,0,3.26E-01,690,1438,749,690,1438,749,690,1438,749,594,0,41,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_368;seq_947,0,3.28E-01,690,1602,913,690,1602,913,690,1602,913,731,0,33,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_31;seq_289,0,3.33E-01,684,1680,997,684,1680,997,684,1680,997,800,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_31;seq_964,0,3.33E-01,684,1680,997,684,1680,997,684,1680,997,800,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_45;seq_553,0,3.35E-01,690,1630,941,690,1630,941,690,1630,941,752,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_553;seq_634,0,3.35E-01,690,1630,941,690,1630,941,690,1630,941,752,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_553;seq_686,0,3.35E-01,690,1630,941,690,1630,941,690,1630,941,752,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_553;seq_941,0,3.35E-01,690,1630,941,690,1630,941,690,1630,941,752,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_342,0,3.40E-01,690,1574,885,690,1574,885,690,1574,885,709,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_342,0,3.40E-01,690,1574,885,690,1574,885,690,1574,885,709,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_342;seq_483,0,3.40E-01,690,1574,885,690,1574,885,690,1574,885,709,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_342;seq_657,0,3.40E-01,690,1574,885,690,1574,885,690,1574,885,709,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_47;seq_162,0,3.41E-01,676,1671,996,676,1671,996,676,1671,996,799,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_166,0,3.41E-01,676,1671,996,676,1671,996,676,1671,996,799,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_853,0,3.41E-01,676,1671,996,676,1671,996,676,1671,996,799,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_206;seq_483,0,3.43E-01,690,1655,966,690,1655,966,690,1655,966,774,0,31,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_289;seq_781,0,3.48E-01,686,1680,995,686,1680,995,686,1680,995,798,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_558;seq_964,0,3.48E-01,686,1680,995,686,1680,995,686,1680,995,798,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_837,0,3.49E-01,792,1671,880,792,1671,880,792,1671,880,708,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_469,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_469,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_63,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_227,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_401,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_558,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_781,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_977,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_279;seq_995,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_483;seq_921,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_558;seq_824,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_824;seq_964,0,3.56E-01,687,1680,994,687,1680,994,687,1680,994,797,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_837,0,3.58E-01,792,1670,879,792,1670,879,792,1670,879,707,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_559,0,3.58E-01,805,1680,876,805,1680,876,805,1680,876,707,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_568,0,3.58E-01,805,1680,876,805,1680,876,805,1680,876,707,0,34,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_598,0,3.62E-01,690,1595,906,690,1595,906,690,1595,906,727,0,33,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_162;seq_598,0,3.62E-01,690,1595,906,690,1595,906,690,1595,906,727,0,33,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_47;seq_657,0,3.72E-01,679,1670,992,679,1670,992,679,1670,992,795,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_166;seq_657,0,3.72E-01,679,1670,992,679,1670,992,679,1670,992,795,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_657;seq_853,0,3.72E-01,679,1670,992,679,1670,992,679,1670,992,795,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_130;seq_964,0,3.72E-01,689,1680,992,689,1680,992,689,1680,992,795,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_590;seq_964,0,3.72E-01,689,1680,992,689,1680,992,689,1680,992,795,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_964;seq_972,0,3.72E-01,689,1680,992,689,1680,992,689,1680,992,795,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_585;seq_994,0,3.76E-01,734,1667,934,734,1667,934,734,1667,934,747,0,32,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_31,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_176,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_212,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_220,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_293,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_312,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_486,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_504,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_523,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_592,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_751,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_895,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_897,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_23;seq_998,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_27;seq_137,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_31;seq_52,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_176,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_212,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_220,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_293,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_312,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_486,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_504,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_523,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_592,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_751,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_895,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_897,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_52;seq_998,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_68,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_141,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_381,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_465,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_510,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_537,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
0.001,0.000001,1000,0.05,3,GI,seq_60;seq_617,0,3.80E-01,690,1680,991,690,1680,991,690,1680,991,794,0,30,None,"
"
